2023-09-20 06:18:04.6042||DEBUG|DigitalSignaturePdfFileSign|---------------------------------------------------------------------- |url: |action: 
2023-09-20 06:24:34.1105||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:24:34.1144||DEBUG|DigitalSignaturePdfFileSign|Before signing base64Pdf length: 415860 |url: |action: 
2023-09-20 06:24:34.1144||DEBUG|DigitalSignaturePdfFileSign|pageSign: '1', llx: '75', lly: '482', urx: '236', ury: '534' |url: |action: 
2023-09-20 06:24:34.1144||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:24:35.7884||DEBUG|DigitalSignaturePdfFileSign|After signing base64Pdf length: 436596 |url: |action: 
2023-09-20 06:24:35.7884||DEBUG|DigitalSignaturePdfFileSign|End signing |url: |action: 
2023-09-20 06:25:09.8874||DEBUG|DigitalSignaturePdfFileSign|---------------------------------------------------------------------- |url: |action: 
2023-09-20 06:25:09.8874||DEBUG|DigitalSignaturePdfFileSign|Begin signing for pdf file '2109300001_SHMD.pdf' by user 'ADMIN', userFullName 'Quản trị hệ thống' with appId: 'b257158e9f6141fd8b31437d0ff13716', secret: 'moDDm/t/8IvklPBhzRpNNqT9QYLtIa0NPQ60BrPX' |url: |action: 
2023-09-20 06:25:09.8949||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:25:09.8949||DEBUG|DigitalSignaturePdfFileSign|Before signing base64Pdf length: 415860 |url: |action: 
2023-09-20 06:25:09.9105||DEBUG|DigitalSignaturePdfFileSign|pageSign: '1', llx: '75', lly: '482', urx: '236', ury: '534' |url: |action: 
2023-09-20 06:25:09.9105||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:25:10.1924||ERROR|DigitalSignaturePdfFileSign|There was an error on 'DigitalSignaturePdfFileSign' invocation: System.IndexOutOfRangeException: Index was outside the bounds of the array.
   at iTextSharp.text.Image.GetInstance(Byte[] imgb, Boolean recoverFromImageError)
   at iTextSharp.text.Image.GetInstance(Byte[] imgb)
   at VietBaIT.ChuKySo.Api.HaDongVinCA.PdfHash.getHashPkcs(X509Certificate cer, ICollection`1 chain, SignClient client, String sHash, Int32 typeSignature, String base64Image, String textOut, String font, String signatureName, Nullable`1 dateSigned, String& errMsg, Int32 pageSign, Int32 xPoint, Int32 yPoint, Int32 width, Int32 height) in E:\Viet Ba\VietBaIT.ChuKySo\trunk\VietBaIT.ChuKySo.Api\DigitalSignature\HaDongVinCA\PdfHash.cs:line 242
   at VietBaIT.ChuKySo.Api.HaDongVinCA.PDFSigner.SignHashPkcs(Byte[] input, String sHash, Int32 typeSignature, String base64Image, String textOut, String signatureName, Nullable`1 dateSigned, String& errMsg, Int32 pageSign, Int32 xPoint, Int32 yPoint, Int32 width, Int32 height) in E:\Viet Ba\VietBaIT.ChuKySo\trunk\VietBaIT.ChuKySo.Api\DigitalSignature\HaDongVinCA\PdfSigner.cs:line 102
   at VietBaIT.ChuKySo.Api.Controllers.HaDongVinCAController.DigitalSignaturePdfFileSign(VietBaDigitalSignature objDigitalSignature) in E:\Viet Ba\VietBaIT.ChuKySo\trunk\VietBaIT.ChuKySo.Api\Controllers\HaDongVinCAController.cs:line 162 |url: |action: 
2023-09-20 06:25:18.5977||DEBUG|DigitalSignaturePdfFileSign|---------------------------------------------------------------------- |url: |action: 
2023-09-20 06:25:18.6011||DEBUG|DigitalSignaturePdfFileSign|Begin signing for pdf file '2109300001_SHMD.pdf' by user 'ADMIN', userFullName 'Quản trị hệ thống' with appId: 'b257158e9f6141fd8b31437d0ff13716', secret: 'moDDm/t/8IvklPBhzRpNNqT9QYLtIa0NPQ60BrPX' |url: |action: 
2023-09-20 06:25:18.6011||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:25:18.6011||DEBUG|DigitalSignaturePdfFileSign|Before signing base64Pdf length: 415860 |url: |action: 
2023-09-20 06:25:18.6011||DEBUG|DigitalSignaturePdfFileSign|pageSign: '1', llx: '75', lly: '482', urx: '236', ury: '534' |url: |action: 
2023-09-20 06:25:18.6011||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:25:18.9232||DEBUG|DigitalSignaturePdfFileSign|After signing base64Pdf length: 436596 |url: |action: 
2023-09-20 06:25:18.9232||DEBUG|DigitalSignaturePdfFileSign|End signing |url: |action: 
2023-09-20 06:29:55.7269||DEBUG|DigitalSignaturePdfFileSign|---------------------------------------------------------------------- |url: |action: 
2023-09-20 06:29:55.7269||DEBUG|DigitalSignaturePdfFileSign|Begin signing for pdf file '2109300001_SHMD.pdf' by user 'ADMIN', userFullName 'Quản trị hệ thống' with appId: 'b257158e9f6141fd8b31437d0ff13716', secret: 'moDDm/t/8IvklPBhzRpNNqT9QYLtIa0NPQ60BrPX' |url: |action: 
2023-09-20 06:32:41.8617||DEBUG|DigitalSignaturePdfFileSign|---------------------------------------------------------------------- |url: |action: 
2023-09-20 06:32:41.8639||DEBUG|DigitalSignaturePdfFileSign|Begin signing for pdf file '2109300001_SHMD.pdf' by user 'ADMIN', userFullName 'Quản trị hệ thống' with appId: 'b257158e9f6141fd8b31437d0ff13716', secret: 'moDDm/t/8IvklPBhzRpNNqT9QYLtIa0NPQ60BrPX' |url: |action: 
2023-09-20 06:33:26.0275||DEBUG|DigitalSignaturePdfFileSign|---------------------------------------------------------------------- |url: |action: 
2023-09-20 06:33:26.0275||DEBUG|DigitalSignaturePdfFileSign|Begin signing for pdf file '2109300001_SHMD.pdf' by user 'ADMIN', userFullName 'Quản trị hệ thống' with appId: 'b257158e9f6141fd8b31437d0ff13716', secret: 'moDDm/t/8IvklPBhzRpNNqT9QYLtIa0NPQ60BrPX' |url: |action: 
2023-09-20 06:34:04.6324||DEBUG|DigitalSignaturePdfFileSign|---------------------------------------------------------------------- |url: |action: 
2023-09-20 06:34:04.6324||DEBUG|DigitalSignaturePdfFileSign|Begin signing for pdf file '2109300001_SHMD.pdf' by user 'ADMIN', userFullName 'Quản trị hệ thống' with appId: 'b257158e9f6141fd8b31437d0ff13716', secret: 'moDDm/t/8IvklPBhzRpNNqT9QYLtIa0NPQ60BrPX' |url: |action: 
2023-09-20 06:35:47.6712||DEBUG|DigitalSignaturePdfFileSign|---------------------------------------------------------------------- |url: |action: 
2023-09-20 06:35:47.6712||DEBUG|DigitalSignaturePdfFileSign|Begin signing for pdf file '2109300001_SHMD.pdf' by user 'ADMIN', userFullName 'Quản trị hệ thống' with appId: 'b257158e9f6141fd8b31437d0ff13716', secret: 'moDDm/t/8IvklPBhzRpNNqT9QYLtIa0NPQ60BrPX' |url: |action: 
2023-09-20 06:37:55.1908||DEBUG|DigitalSignaturePdfFileSign|---------------------------------------------------------------------- |url: |action: 
2023-09-20 06:37:55.1949||DEBUG|DigitalSignaturePdfFileSign|Begin signing for pdf file '2109300001_SHMD.pdf' by user 'ADMIN', userFullName 'Quản trị hệ thống' with appId: 'b257158e9f6141fd8b31437d0ff13716', secret: 'moDDm/t/8IvklPBhzRpNNqT9QYLtIa0NPQ60BrPX' |url: |action: 
2023-09-20 06:38:09.1076||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:38:09.1076||DEBUG|DigitalSignaturePdfFileSign|Before signing base64Pdf length: 415860 |url: |action: 
2023-09-20 06:38:09.1161||DEBUG|DigitalSignaturePdfFileSign|pageSign: '1', llx: '75', lly: '482', urx: '236', ury: '534' |url: |action: 
2023-09-20 06:38:09.1161||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:38:14.0214||DEBUG|DigitalSignaturePdfFileSign|After signing base64Pdf length: 436596 |url: |action: 
2023-09-20 06:38:14.0214||DEBUG|DigitalSignaturePdfFileSign|End signing |url: |action: 
2023-09-20 06:42:32.4873||DEBUG|DigitalSignaturePdfFileSign|---------------------------------------------------------------------- |url: |action: 
2023-09-20 06:42:32.4914||DEBUG|DigitalSignaturePdfFileSign|Begin signing for pdf file '2109300001_SHMD.pdf' by user 'ADMIN', userFullName 'Quản trị hệ thống' with appId: 'b257158e9f6141fd8b31437d0ff13716', secret: 'moDDm/t/8IvklPBhzRpNNqT9QYLtIa0NPQ60BrPX' |url: |action: 
2023-09-20 06:42:34.6468||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:42:34.6468||DEBUG|DigitalSignaturePdfFileSign|Before signing base64Pdf length: 415860 |url: |action: 
2023-09-20 06:42:34.6468||DEBUG|DigitalSignaturePdfFileSign|pageSign: '1', llx: '75', lly: '482', urx: '236', ury: '534' |url: |action: 
2023-09-20 06:42:34.6468||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:42:36.3294||DEBUG|DigitalSignaturePdfFileSign|After signing base64Pdf length: 538360 |url: |action: 
2023-09-20 06:42:36.3294||DEBUG|DigitalSignaturePdfFileSign|End signing |url: |action: 
